 1.0000668     0.0012056
 0.9952869     0.0021808
 0.9870680     0.0038430
 0.9775509     0.0057462
 0.9669229     0.0078502
 0.9554666     0.0100943
 0.9434733     0.0124168
 0.9311735     0.0147714
 0.9187121     0.0171293
 0.9061619     0.0194751
 0.8935655     0.0217989
 0.8809438     0.0240955
 0.8683091     0.0263619
 0.8556686     0.0285959
 0.8430264     0.0307959
 0.8303845     0.0329604
 0.8177436     0.0350884
 0.8051027     0.0371792
 0.7924602     0.0392322
 0.7798162     0.0412474
 0.7671737     0.0432237
 0.7545357     0.0451596
 0.7419032     0.0470533
 0.7292749     0.0489037
 0.7166486     0.0507100
 0.7040222     0.0524717
 0.6913947     0.0541885
 0.6787668     0.0558600
 0.6661401     0.0574853
 0.6535160     0.0590632
 0.6408947     0.0605927
 0.6282761     0.0620729
 0.6156591     0.0635028
 0.6030422     0.0648819
 0.5904234     0.0662100
 0.5778013     0.0674871
 0.5651774     0.0687131
 0.5525561     0.0698873
 0.5399403     0.0710082
 0.5273299     0.0720743
 0.5147235     0.0730850
 0.5021221     0.0740395
 0.4895287     0.0749364
 0.4769455     0.0757740
 0.4643733     0.0765507
 0.4518124     0.0772655
 0.4392627     0.0779169
 0.4267275     0.0785036
 0.4142195     0.0790233
 0.4017582     0.0794714
 0.3893520     0.0798400
 0.3769908     0.0801220
 0.3646585     0.0803149
 0.3523472     0.0804167
 0.3400569     0.0804257
 0.3277896     0.0803402
 0.3155476     0.0801582
 0.3033332     0.0798777
 0.2911489     0.0794962
 0.2789978     0.0790112
 0.2668833     0.0784203
 0.2548096     0.0777206
 0.2427811     0.0769092
 0.2308024     0.0759831
 0.2188791     0.0749390
 0.2070178     0.0737737
 0.1952269     0.0724838
 0.1835163     0.0710655
 0.1718966     0.0695153
 0.1603810     0.0678292
 0.1489868     0.0660041
 0.1377355     0.0640373
 0.1266545     0.0619266
 0.1157764     0.0596722
 0.1051471     0.0572767
 0.0948278     0.0547496
 0.0848922     0.0521058
 0.0754255     0.0493681
 0.0665097     0.0465676
 0.0582409     0.0437430
 0.0507076     0.0409471
 0.0439481     0.0382249
 0.0379492     0.0356024
 0.0326522     0.0330946
 0.0279817     0.0307031
 0.0238845     0.0284243
 0.0203101     0.0262624
 0.0171978     0.0242191
 0.0144859     0.0222857
 0.0121122     0.0204414
 0.0100180     0.0186638
 0.0081556     0.0169333
 0.0064966     0.0152309
 0.0050401     0.0135463
 0.0037904     0.0118869
 0.0027441     0.0102681
 0.0018915     0.0087092
 0.0012149     0.0072163
 0.0006939     0.0057798
 0.0003135     0.0043843
 0.0000653     0.0030119
-0.0000510     0.0016422
-0.0000260     0.0002504
 0.0001562    -0.0011768
 0.0005068    -0.0026268
 0.0010334    -0.0040824
 0.0017453    -0.0055289
 0.0026526    -0.0069515
 0.0037560    -0.0083448
 0.0050507    -0.0097068
 0.0065408    -0.0110398
 0.0082357    -0.0123503
 0.0101429    -0.0136468
 0.0122817    -0.0149345
 0.0146846    -0.0162162
 0.0173885    -0.0174979
 0.0204334    -0.0187899
 0.0238741    -0.0200968
 0.0277822    -0.0214164
 0.0322369    -0.0227474
 0.0373212    -0.0240942
 0.0431253    -0.0254573
 0.0497323    -0.0268169
 0.0571811    -0.0281482
 0.0654677    -0.0294325
 0.0745632    -0.0306445
 0.0843810    -0.0317563
 0.0948022    -0.0327539
 0.1057170    -0.0336278
 0.1170162    -0.0343746
 0.1286115    -0.0349998
 0.1404380    -0.0355083
 0.1524446    -0.0359082
 0.1645961    -0.0362080
 0.1768661    -0.0364155
 0.1892345    -0.0365391
 0.2016865    -0.0365857
 0.2142110    -0.0365624
 0.2268000    -0.0364755
 0.2394462    -0.0363310
 0.2521428    -0.0361347
 0.2648839    -0.0358912
 0.2776661    -0.0356052
 0.2904873    -0.0352810
 0.3033446    -0.0349229
 0.3162337    -0.0345350
 0.3291512    -0.0341207
 0.3420963    -0.0336832
 0.3550689    -0.0332258
 0.3680650    -0.0327526
 0.3810747    -0.0322666
 0.3940846    -0.0317684
 0.4070792    -0.0312581
 0.4200481    -0.0307329
 0.4329978    -0.0301877
 0.4459493    -0.0296198
 0.4589185    -0.0290314
 0.4719053    -0.0284258
 0.4849015    -0.0278048
 0.4979046    -0.0271693
 0.5109174    -0.0265202
 0.5239421    -0.0258589
 0.5369785    -0.0251871
 0.5500247    -0.0245059
 0.5630795    -0.0238167
 0.5761421    -0.0231205
 0.5892127    -0.0224181
 0.6022917    -0.0217105
 0.6153791    -0.0209989
 0.6284738    -0.0202844
 0.6415738    -0.0195678
 0.6546768    -0.0188500
 0.6677804    -0.0181317
 0.6808824    -0.0174139
 0.6939810    -0.0166977
 0.7070754    -0.0159837
 0.7201658    -0.0152727
 0.7332529    -0.0145650
 0.7463374    -0.0138610
 0.7594197    -0.0131610
 0.7724999    -0.0124651
 0.7855783    -0.0117737
 0.7986550    -0.0110869
 0.8117294    -0.0104048
 0.8248003    -0.0097280
 0.8378666    -0.0090568
 0.8509274    -0.0083919
 0.8639815    -0.0077339
 0.8770269    -0.0070832
 0.8900589    -0.0064402
 0.9030668    -0.0058052
 0.9160298    -0.0051786
 0.9289056    -0.0045614
 0.9416218    -0.0039560
 0.9540267    -0.0033694
 0.9658730    -0.0028130
 0.9768444    -0.0022994
 0.9866359    -0.0018398
 0.9950540    -0.0014399
 0.9999328    -0.0012056
